#This file contains all special info about seeds.

#Format:
#seed_id;seed_level;crop_id;mature_id;
#reward1_id;reward2_id;manor_id;is_alternative;
#limit_for_seeds;limit_for_crops

# 黑暗柯塔種子
8269;50;5832;5852;1868;1884;9;1;2440;244
# 改良冷氣柯德朗種子
8270;52;5833;5853;1869;4041;9;1;3050;305
# 改良藍色柯德朗種子
8271;55;5834;5854;1870;1882;9;1;2440;244
# 改良雙生柯德朗種子
8272;58;5835;5855;1871;4040;9;1;2440;244
# 海洋柯巴種子
8521;79;6545;6559;4044;4042;8;0;100;444
# 改良海洋柯巴種子
8522;79;6552;6566;4044;4042;8;1;277;111
# 雙生柯巴種子
8523;82;6546;6560;1885;1893;8;0;90;400
# 改良雙生柯巴種子
8524;82;6553;6567;1885;1893;8;1;250;100
# 巨大柯巴種子
8525;85;6547;6561;5549;5550;8;0;75;363
# 改良巨大柯巴種子
8526;85;6554;6568;5549;5550;8;1;208;90
